id,core
crd_3c6f007d30714e5183dc6d9da8b200ae,legal
crd_4ffb52f1841e434f9263e1b8973f46a6,legal
crd_07d0c6cc94bc4eee9c5f12d78bc8a84c,legal
crd_50ae7c2bc4c94414be98bbe98e01944c,legal
crd_398194a72dfd4e41be4b6939e4e13ee3,legal
crd_65119a74cb394cec89eab4175ad228bf,legal
crd_7a288d030d1a471fbb818ccfdddc6052,legal
crd_ae42b2ab4e074f3e91c29d4ba2c3e601,legal
crd_bbb647e1cbe3487baa2ad65b27a999ba,legal
crd_3ecab24376cb4cd5989309e000f797c1,legal
crd_40690491af114f2e810a6fd1c6ddcafa,legal
crd_5a2ba6e63b07496d96a17d2565b2a1db,legal
crd_2e1d43823fc642549ba92787523ce17f,legal
crd_7c5be60911d844b48189f3a042abdcfa,legal
crd_a1af7dad15b64d31a696f7bbb49bfe92,legal
crd_266d7d17b42a44be9472057e4e6dd1b1,legal
crd_b5e74b533270492982dff9472aee8664,legal
crd_7c421033c14c40e7a5be957ba42bb1b7,legal
crd_7ad03b4873f042bcae4da820a7061ba4,legal
crd_ee9f19ba64f54bf78ba3cf40e0cac256,legal
crd_c9f08696c3cd44bf96e2a149bb3cfb12,legal
crd_51bf217683f54e1bb4e6835392851031,legal
crd_0a9db863f78c46429d3f1835d046bb2e,legal
crd_0bd8f734ff064b3881191b916f8354cf,legal
crd_a9407e39c2ee47869d7a634aa46a7f04,legal
crd_f8c86fca55d8453da9c1c6a39a5164dd,legal
crd_d01b88e57beb41db97537585ad763334,legal
crd_09435d146f0844b3ac864e77a8ac746d,legal
crd_4962196e0306474a8191dc8624c1b7ef,legal
crd_ca25b4581bec448ca5dc7f742615aea8,legal
crd_d41a4c80d657424e855e6e3f06caccb8,legal
crd_a4e2a291ea24493f8974e6ba5f2ec64d,legal
crd_34cb2d9dcb664dd590e7122735212e37,legal
crd_d5ae36cf042240b6b63968ee83fb113e,legal
crd_e81b8a65eb1f4006a70ca1cc89adc3b2,legal
crd_ca9423d0bba546db977330274d8928ff,legal
crd_9bfdd01bee6045f2b694a2b280e834ec,legal
crd_4ca99dff350049e6a2a72a72b595d33f,legal
